episode,cumulative_reward,obstacle_hits,visited_count,average_battery_level,episode_length
1,250.33999999999986,127,106,5.644675344092362,306
2,-320.30000000000047,280,71,21.704692628679226,500
3,147.45000000000047,215,147,16.22497788973789,488
4,-259.25000000000006,214,126,2.7123404822498616,500
