"(1, 14)","(5, 4)","(11, 17)","(16, 4)"
49.501340400524064,11.848220959293078,15.181404283691931,31.013210971538285
49.306517777734065,11.71838287743308,14.791851538111931,30.883355889678285
49.11169665494406,11.58854229557308,14.402290292531932,30.753506807818283
48.916873532154064,11.45870121371308,14.012732046951932,30.62365922595828
48.722050909364064,11.32886063185308,13.623174801371933,30.493810644098282
48.59217932750406,11.134091009063079,13.233626555791934,30.36396006223828
48.462300745644065,10.939313886273078,12.844075310211934,30.23411448037828
48.267475122854066,10.809467804413078,12.454522564631935,30.10426889851828
48.07264950006407,10.679623722553078,12.064954319051937,29.974423816658284
47.87782087727407,10.549785640693079,11.675388573471938,29.844581234798284
47.68300325448407,10.41994305883308,11.285825327891938,29.71473965293828
47.553129672624074,10.22517593604308,10.89627158231194,29.58489807107828
47.358306549834076,10.095335854183078,10.50672533673194,29.455055489218278
47.16348892704408,9.965491772323078,10.11717859115194,29.325213907358275
46.96867230425408,9.835646690463077,9.727641845571942,29.195370825498273
46.77384368146407,9.705792608603078,9.338101599991942,29.06552624363827
46.64396709960407,9.575949026743077,8.948556354411943,28.87073862084827
46.514087517744066,9.446103444883077,8.559032108831943,28.675951498058268
46.38420943588407,9.316248863023079,8.104569822321942,28.546108416198265
46.25433135402407,9.18639578116308,7.65010003581194,28.416265834338265
46.18939731309407,9.056552199303079,7.13070320837194,28.286424252478263
46.05951723123407,8.99163615837308,6.67623842186194,28.091640629688264
45.864690108444066,8.92672011744308,6.221766135351939,27.961793547828265
45.66986398565406,8.861805576513081,5.767305348841939,27.831947965968265
45.60492994472406,8.73196399465308,5.2479260214019385,27.702098884108263
45.47504936286406,8.60211841279308,4.793460234891939,27.572247302248265
45.41011382193406,8.47227283093308,4.338997948381939,27.37745417945826
45.28023574007406,8.277488708143082,4.014392243731938,27.18266005666826
45.215301699144064,8.08271408535308,3.6248654981519373,26.987865933878258
45.150367658214066,7.887931962563082,3.235336752571937,26.79307131108826
45.08543361728407,7.758086380703082,2.780888466061937,26.598285188298256
44.95555503542407,7.628231798843082,2.391371720481937,26.403499065508253
44.82567795356407,7.498379716983082,2.001857974901937,26.20871244271825
44.760742412634066,7.303604094193082,1.6123387293219373,26.01391781992825
44.69580587170407,7.108838971403082,1.2228219837419372,25.81912369713825
44.56592478984407,6.978992889543082,0.8333177381619371,25.62432807434825
44.50098824891407,6.784220766753082,0.44381299258193707,25.42953745155825
44.43605020798407,6.589445643963082,0.05430524700193702,25.23474932876825
44.306162126124065,6.459607562103082,0.0,25.039952205978246
44.176270544264064,6.329764980243082,0.0,24.845151583188247
44.04637896240406,6.199922398383082,0.0,24.650351960398247
43.91648488054406,6.070079816523082,0.0,24.455552337608246
43.78659079868406,5.940235734663082,0.0,24.260753214818248
43.72164675775406,5.810396152803082,0.0,24.065956092028248
43.65670271682406,5.680552070943082,0.0,23.87115746923825
