current_reward,current_battery,distance_to_goal,terminated,truncated
-0.04,19.059927573906855,0.31578946,False,False
-0.25,18.800219910186858,0.2631579,False,False
-0.04,18.54051374646686,0.2631579,False,False
-0.04,18.280812582746865,0.21052632,False,False
-0.04,17.956187878096866,0.15789473,False,False
-0.04,17.696485214376867,0.15789473,False,False
-0.04,17.50171159158687,0.21052632,False,False
-0.25,17.306945968796867,0.15789473,False,False
-0.25,17.112179846006867,0.21052632,False,False
-0.25,16.917416723216867,0.15789473,False,False
-0.04,16.722653600426867,0.15789473,False,False
-0.25,16.527887977636865,0.15789473,False,False
-0.79,16.333124854846865,0.15789473,False,False
-0.25,16.138361732056865,0.15789473,False,False
-1.0,15.943601109266861,0.15789473,False,False
-0.04,15.748842986476863,0.21052632,False,False
-0.25,15.554085363686863,0.21052632,False,False
-0.25,15.359328740896864,0.21052632,False,False
-0.25,15.164571618106862,0.21052632,False,False
-0.79,14.904876954386863,0.21052632,False,False
-0.25,14.580248249736863,0.21052632,False,False
-1.0,14.255627045086863,0.21052632,False,False
-0.25,13.86607979950686,0.15789473,False,False
-0.79,13.541446594856861,0.15789473,False,False
-0.25,13.216817390206863,0.15789473,False,False
-0.79,12.892198185556863,0.15789473,False,False
-0.25,12.567580980906863,0.15789473,False,False
-0.25,12.242965276256863,0.15789473,False,False
-0.25,11.918346571606863,0.21052632,False,False
-0.25,11.593730866956863,0.2631579,False,False
-0.25,11.269110662306861,0.21052632,False,False
-0.25,10.944482957656861,0.15789473,False,False
-0.25,10.619853753006861,0.21052632,False,False
-0.25,10.295235048356862,0.15789473,False,False
-0.25,9.970613343706862,0.15789473,False,False
-0.79,9.645990139056861,0.15789473,False,False
-0.79,9.32136843440686,0.15789473,False,False
-0.25,8.99675272975686,0.15789473,False,False
-0.25,8.672144525106862,0.15789473,False,False
-0.25,8.347536320456861,0.15789473,False,False
-1.0,8.022918615806862,0.15789473,False,False
-1.0,7.763237952086863,0.15789473,False,False
-0.04,7.503553288366863,0.15789473,False,False
-0.04,7.243869124646863,0.10526316,False,False
-0.04,6.984184460926863,0.15789473,False,False
-0.79,6.724495797206863,0.15789473,False,False
-0.25,6.399868592556864,0.15789473,False,False
-1.0,6.075251387906864,0.15789473,False,False
-0.25,5.750634183256864,0.15789473,False,False
-0.79,5.3610929376768635,0.15789473,False,False
-0.79,4.9066221511668635,0.15789473,False,False
-1.0,4.4521478646568635,0.15789473,False,False
-1.0,4.062614119076864,0.15789473,False,False
-0.25,3.673082373496863,0.10526316,False,False
-0.79,3.283555627916863,0.10526316,False,False
-1.0,2.829092841406863,0.10526316,False,False
-1.0,2.3746305548968625,0.10526316,False,False
-1.0,1.9201717683868629,0.10526316,False,False
-1.0,1.4657199818768627,0.10526316,False,False
-0.25,1.0112651953668628,0.15789473,False,False
-0.25,0.5568084088568627,0.15789473,False,False
-0.25,0.10236212234686247,0.15789473,False,False
-0.25,0.0,0.15789473,False,False
-0.04,0.0,0.10526316,False,False
-1.0,0.0,0.10526316,False,False
-0.04,0.0,0.10526316,False,False
-1.0,0.0,0.10526316,False,False
