"(1, 14)","(5, 4)","(11, 17)","(16, 4)"
23.95453084036287,55.014664453943176,71.68150132748242,73.43443659931827
23.88959679943287,54.819898831153175,71.35689712283242,73.17468943559828
23.75971871757287,54.690063249293175,71.03229741818242,72.9149457718783
23.62984063571287,54.56022616743317,70.70770521353244,72.65520660815831
23.43501851292287,54.36545504464317,70.44803004981243,72.46041298536831
23.30514143106287,54.170687921853165,70.18835988609243,72.2006783216483
23.175264349202873,53.97592129906316,69.92869222237242,71.9409491579283
22.980443226412874,53.84608521720316,69.6690240586524,71.6812219942083
22.850563144552872,53.651323094413165,69.4093463949324,71.42148533048831
22.65573852176287,53.45655847162317,69.14967923121239,71.22667720769833
22.460914398972868,53.26178984883317,68.89002456749239,71.03187108490833
22.26609327618287,53.067021726043166,68.56543436284238,70.90200000304833
22.071270653392865,52.872253603253164,68.24083965819237,70.77212242118833
22.006338112462867,52.612559439533165,67.85132441261237,70.64225133932833
21.876454030602865,52.41779181674316,67.46180766703236,70.51237225746833
21.746571948742865,52.15809415302316,67.13721896238236,70.38249317560833
21.616695366882865,51.83346844837316,66.81262225773236,70.31755363467833
21.486816785022864,51.573779284653156,66.48801455308237,70.18767005281833
21.356938203162862,51.24915858000316,66.16340434843237,70.12273851188833
21.227061621302862,50.989474416283166,65.83878814378235,69.99286743002833
21.097184539442864,50.66485171163317,65.51417193913234,69.92793588909832
20.967307457582866,50.34021800698317,65.18955723448234,69.86300684816833
20.837430375722867,50.01558430233317,64.86494702983234,69.79807530723832
20.707551793862866,49.69094609768317,64.54034432518235,69.73314376630832
20.577673212002864,49.36632089303317,64.21573212053235,69.66821222537831
20.447789130142862,49.04169218838317,63.891115415882346,69.60327868444831
20.31791104828286,48.717070483733174,63.56651021123235,69.53834714351831
20.188032466422857,48.39243577908317,63.24190450658235,69.47341110258832
20.058150384562857,48.06780257443318,62.91729530193235,69.40847506165832
19.863323261772855,47.80810041071318,62.59268109728235,69.34353552072832
19.668496138982853,47.54839474699318,62.26807289263235,69.27859947979833
19.473673016192855,47.35363062420318,61.87853164705234,69.21366793886833
19.343800434332856,47.09394296048317,61.48898290147234,69.14873289793833
19.148982311542856,46.899178837693164,61.09942915589233,69.08379335700833
19.019108229682853,46.57455063304317,60.70986941031232,69.08379335700833
18.88923414782285,46.31484446932316,60.320336164732325,69.01886131607833
18.759361565962852,46.05515980560316,59.86586887822232,69.01886131607833
18.629483484102852,45.79547164188316,59.41140609171232,69.01886131607833
18.434659361312853,45.600704519093156,58.95695280520233,69.01886131607833
18.239834738522852,45.40594789630316,58.50248951869233,69.01886131607833
18.04500861573285,45.21118777351316,58.04801873218233,69.01886131607833
17.98007507480285,44.951504609793155,57.528604404742325,69.01886131607833
17.915141533872852,44.691811946073145,57.009190077302314,69.01886131607833
17.850209492942852,44.43212078235314,56.48977874986231,69.01886131607833
17.785277452012853,44.17242711863314,55.970362422422305,69.01886131607833
17.72034341108285,43.91273345491314,55.515875635912295,68.95392177514833
17.65540937015285,43.65304429119313,55.06139534940229,68.88899023421833
17.590473829222848,43.45828116840313,54.606918062892284,68.75911715235833
17.52553728829285,43.26352654561313,54.08749723545228,68.69418361142833
17.39565970643285,43.06877192282313,53.633001448942274,68.62925157049833
17.26577862457285,42.809074259103134,53.24344570336227,68.56431802956833
17.13589754271285,42.48444755445313,52.85388845778227,68.56431802956833
16.94107391992285,42.22475789073314,52.46433171220227,68.56431802956833
16.81119283806285,42.029995267943136,52.07479796662226,68.43444494770833
16.68131225620285,41.83523414515314,51.68526122104227,68.30457186584833
16.48648713341285,41.64047352236314,51.36065051639226,68.17470028398833
16.291668510622852,41.44570939957314,51.03603231174226,68.04483620212834
16.096844387832853,41.25094927678314,50.711415607092256,67.91497562026834
15.837076224112852,41.05618415399314,50.45172144337225,67.78511153840834
15.577301560392852,40.86141503120314,50.19203327965224,67.65523545654834
15.317528396672852,40.731582449343136,49.93233811593224,67.46042283375834
15.122705773882851,40.40694724469313,49.67263595221224,67.39548679282835
14.92788315109285,40.08230854004312,49.41293428849224,67.33054725189835
14.73306102830285,39.82260787632312,49.15324312477224,67.20066817003836
14.53823790551285,39.49797467167312,48.893544461052244,67.13573662910835
14.34341478272285,39.17334646702312,48.63385479733225,67.07080158817836
14.148589159932849,38.91365080330312,48.374161633612246,66.94092600631836
14.01871107807285,38.52409405772312,48.114476469892246,66.87598646538837
13.88883349621285,38.19947935307311,47.854794306172245,66.74612288352836
13.75896091435285,37.874852148423095,47.59510414245224,66.61626380166835
13.629088332492849,37.61515348470309,47.33540997873224,66.42146867887836
13.499215750632848,37.420380861913095,47.075722815012234,66.16174751515837
13.369339668772849,37.2256132391231,46.816030151292225,65.90202485143837
13.239467086912848,37.0308471163331,46.55632898757222,65.64230318771837
13.109594505052847,36.771151452613104,46.29662582385222,65.44751806492837
12.979715923192847,36.511454788893104,46.03693466013222,65.25273794213838
12.849838341332847,36.25175662517311,45.77722849641222,65.05794981934838
12.719958259472845,35.99207296145311,45.517522332692224,64.86316169655838
12.590078177612844,35.73239429773311,45.257811168972225,64.66837657376838
12.460201595752842,35.472705134013104,44.998091505252226,64.47359045097838
12.330327513892842,35.14809092936311,44.738369841532226,64.34373686911837
12.200453432032841,34.82347522471311,44.478645177812226,64.21387778725837
12.07058085017284,34.49885952006311,44.21892351409222,64.08402470539836
11.94070226831284,34.1742423154131,43.95919635037221,63.954174123538365
11.81082918645284,33.8496331107631,43.69949018665221,63.82432054167836
11.68095060459284,33.525021906113096,43.43979202293222,63.69446695981836
11.551072022732841,33.20039770146309,43.180082359212214,63.56461387795836
11.421193940872842,32.875780496813086,42.92037619549222,63.43476479609836
11.226369318082842,32.61608883309308,42.66067053177221,63.30491771423836
11.03154669529284,32.35639416937308,42.40097636805222,63.17506713237836
10.83672007250284,32.09670250565308,42.14128520433222,63.04521655051836
10.70683449064284,31.772089301003078,41.881595540612224,62.915357468658364
10.512001367852841,31.512400137283077,41.62190037689223,62.785498386798366
10.38211528599284,31.187784432633077,41.362199213172225,62.655649304938365
10.25222620413284,30.863171727983076,41.10249304945223,62.52580122307836
10.12233162227284,30.603487064263078,40.77786284480223,62.39595314121836
10.05739008134284,30.27887435961308,40.45322714015223,62.266101559358354
9.86255095855284,30.01919619589308,40.19351997643223,62.13624697749835
9.73265637669284,29.75950953217308,39.86888127178223,62.006393395638355
9.602761794832839,29.499819368453082,39.54424656713223,61.87654031377836
9.472872712972839,29.24013070473308,39.21961236248222,61.746691731918354
9.342986631112838,29.045374081943077,38.89496715783222,61.55191060912835
9.278045090182838,28.785687918223076,38.57032345318222,61.35712998633835
9.148155008322837,28.590929795433073,38.24568974853222,61.16235086354835
9.018265426462836,28.39616867264307,37.92105204388222,60.96756474075835
8.888381344602836,28.13647450892307,37.59640533923222,60.83771165889834
8.758492762742836,27.941714386133068,37.27176713458223,60.64292453610834
8.628604180882837,27.682028222413066,36.94712192993223,60.51307745424834
8.498715599022837,27.487267599623067,36.62248222528223,60.31829233145834
8.368831017162837,27.227583435903068,36.29784852063224,60.18844524959834
8.303884976232837,26.90296473125307,35.973220315982246,60.05859316773834
8.238940935302837,26.643267567533073,35.64859611133225,59.86381204494834
8.173996894372838,26.383575403813072,35.25906486575226,59.733959963088346
8.173996894372838,26.058961199163072,34.86951262017226,59.60411088122835
8.109049353442838,25.734341994513073,34.54487441552226,59.47425779936835
8.109049353442838,25.409720789863073,34.15530016994226,59.34441071750835
8.044099312512838,25.150017626143075,33.76573742436226,59.21456413564835
7.979149271582838,24.955241003353077,33.37618567878226,59.019783012858355
7.914204730652838,24.760466380563077,32.98663343320226,58.825005390068355
7.849260189722838,24.565696757773075,32.59708118762226,58.630222767278354
7.719371607862837,24.370926634983075,32.27245998297226,58.435439144488356
7.589483526002836,24.176144012193078,31.947837278322265,58.24066102169836
7.394646903212837,24.04629243033308,31.623214073672266,58.045885398908354
7.264758321352836,23.85151730754308,31.298578869022265,57.85111477611836
7.134869739492836,23.65674218475308,30.973942664372267,57.65634165332836
7.069925698562836,23.397051021033082,30.649313959722267,57.461568530538365
