episode,cumulative_reward,obstacle_hits,visited_count,average_battery_level,episode_length
1,-226.9699999999997,176,144,14.377364743797846,500
2,-249.85999999999987,197,110,6.196850386225929,500
3,-247.2799999999997,200,133,21.861334618282303,500
4,370.96000000000004,27,28,0.815806605927895,58
